Loan Ids,Good/Bad Loan,Covid_Period(Default),RECOMENDED_LOAN_AMT,INTEREST_RATE,TENOR,TOTAL_COLLATERAL_VALUE,REC_BASIS,FRESH_TOPUP,PRODUCT,CONSTITUTION,SOURCE_BRANCH,APPLICANT_STATE,APPLICANT_CITY,COBORROWER1_DESIGNATION,COBORROWER2_DESIGNATION,COBORROWER1_CIBILSCORE,COBORROWER2_CIBILSCORE,LOCALITY,Years of Operation,TOTAL_INCOME
sdv-id-IWbTNm,Good,No,2595669,14,50,15746713.21,Cashflows,Fresh,Others,Trust,E,Georgia,Seanmouth,Secretary,Secretary,1,862,RURAL,11,21841877
sdv-id-AnHMjq,Bad,Yes,9081,14,24,,Cashflows,Fresh,Unsecured,Society,b,Texas,West Tyler,Secretary,Member,866,833,RURAL,5,1834025
sdv-id-osALnm,Good,No,2018549,14,69,5230355.819,Finance Ledgers,Fresh,Others,Society,],Indiana,East Kayla,Secretary,Treasurer,866,-1,SEMIU,16,24453120
sdv-id-bTbJGC,Bad,No,2256538,14,57,21636992.47,Average Bank Balance,Fresh,Unsecured,Trust,^,Maryland,Lake Joseph,Correspondent,President,866,862,URBAN,33,10787565
sdv-id-tqbRxr,Bad,No,7032222,14,111,34472382,Finance Ledgers,Fresh,Others,Trust,H,Rhode Island,New Ernestbury,Others,Vice President,866,862,SEMIU,2,18959521
sdv-id-atSQdZ,Bad,No,1352428,14,51,31580294.49,Cashflows,Fresh,Others,Society,P,Maine,West Stephen,Secretary,Treasurer,866,862,SEMIU,8,27163951
sdv-id-neUXsJ,Good,No,58431,14,31,,Cashflows,Fresh,Unsecured,Trust,D,Vermont,Johnathanstad,President,Member,866,16,SEMIU,6,814853
sdv-id-YXEyLo,Good,No,3296406,14,60,,Cashflows,Fresh,Unsecured,Society,C,Utah,Lake Glen,Secretary,President,866,862,SEMIU,6,13440001
sdv-id-YHnrBi,Bad,Yes,662618,14,66,18924508.79,Cashflows,Fresh,Others,Trust,K,New Jersey,Andersonfort,Trustee,,866,862,SEMIU,6,4507922
sdv-id-BSPPkO,Good,No,3392489,14,50,,Finance Ledgers,Fresh,Others,Trust,L,Ohio,Allisonborough,Secretary,Secretary,866,12,SEMIU,15,14737242
sdv-id-jjAXOk,Good,No,6311256,14,50,,Finance Ledgers,Fresh,Secured,Society,E,New Jersey,Pollardville,Treasurer,Trustee,841,862,URBAN,4,36072417
sdv-id-fpZunr,Good,Yes,1197101,14,64,11687041.66,Cashflows,Fresh,Others,Trust,[,Georgia,Hillhaven,Secretary,,866,862,SEMIU,26,23635028
sdv-id-rhJAnC,Good,No,257366,14,39,,Finance Ledgers,Fresh,Unsecured,Society,M,Illinois,New Chloeshire,President,Secretary,866,-1,RURAL,14,5591416
sdv-id-bvNwZM,Bad,Yes,696511,14,50,,Finance Ledgers,Top Up,Secured,Society,C,Colorado,Williambury,Trustee,Treasurer,866,862,SEMIU,14,7355677
sdv-id-dewBVg,Good,No,36101,14,45,15442066.34,Cashflows,Fresh,Secured,Society,`,Colorado,Josephville,President,President,866,862,RURAL,3,696375
sdv-id-LJdHPW,Bad,No,342743,14,42,,Finance Ledgers,Fresh,Others,Trust,F,Michigan,West Mark,Chairman,Treasurer,866,862,URBAN,14,14524601
sdv-id-dsbpPT,Bad,No,2413037,14,43,,Cashflows,Fresh,Others,Society,Y,Florida,Lake Kevinhaven,Others,Vice President,766,-1,URBAN,15,5755464
sdv-id-rXSBXA,Bad,No,1258218,14,46,16723521,Cashflows,Fresh,Others,Trust,^,Nevada,Lake Paulmouth,Correspondent,Secretary,757,4,RURAL,4,7093490
sdv-id-BYkORf,Good,No,2179740,14,72,4008401.986,Finance Ledgers,Fresh,Unsecured,Trust,K,West Virginia,Theresaland,Others,Others,866,62,SEMIU,14,14318504
sdv-id-SMSQhT,Bad,Yes,170348,14,57,,Cashflows,Fresh,Others,Society,^,North Dakota,Port Davidchester,Secretary,Managing Director,866,0,RURAL,4,12780134
sdv-id-XEVtIu,Good,No,1924961,14,46,18372300.88,Cashflows,Fresh,Others,Society,b,Louisiana,East Matthewville,Managing Director,Member,866,-1,RURAL,15,13106864
sdv-id-LhcYLy,Bad,No,1243997,14,61,4042604.645,Cashflows,Fresh,Others,Society,X,Vermont,Munozton,President,Member,-1,-1,SEMIU,21,1293568
sdv-id-TiEAZk,Good,No,478804,14,21,,Cashflows,Fresh,Unsecured,Trust,B,Utah,New Johnchester,Secretary,Member,399,862,RURAL,3,201706
sdv-id-WmooLL,Bad,No,221060,14,32,,Finance Ledgers,Fresh,Secured,Trust,F,West Virginia,Christinaside,Managing Trustee,President,486,26,SEMIU,22,6593133
sdv-id-zWkpBk,Bad,No,109708,14,33,,Cashflows,Fresh,Others,Society,^,Maryland,North Melissa,Others,Trustee,866,-1,SEMIU,9,11413225
sdv-id-RoCJjQ,Good,No,2145182,14,51,,Cashflows,Fresh,Others,Trust,J,South Carolina,Brianberg,Secretary,Vice President,866,862,RURAL,15,11015246
sdv-id-LUmVTK,Bad,No,12346844,14,81,,Finance Ledgers,Top Up,Unsecured,Society,F,West Virginia,North Thomas,Secretary,President,866,12,RURAL,21,29545637
sdv-id-kNHhcB,Bad,Yes,18765,14,28,,Cashflows,Fresh,Unsecured,Trust,H,Arizona,Devinfurt,Secretary,Member,814,862,RURAL,22,2415763
sdv-id-qzuTAe,Good,No,41056,14,43,,Cashflows,Fresh,Others,Society,E,Connecticut,Latoyamouth,Secretary,President,866,862,RURAL,6,8134332
sdv-id-PBKQEY,Bad,No,975465,14,25,10858015.5,Cashflows,Fresh,Others,Society,],New York,Lake Tonya,Member,President,866,862,URBAN,16,3746638
sdv-id-AoPCZw,Bad,No,7410635,14,79,,Cashflows,Fresh,Unsecured,Trust,O,Kentucky,Jessicachester,Chairman,Member,866,0,URBAN,13,14851588
sdv-id-idvAqU,Bad,No,41909,14,50,19440366.74,Cashflows,Fresh,Unsecured,Trust,E,Georgia,Robinsonchester,Secretary,Others,866,862,URBAN,12,288939
sdv-id-JpvZXZ,Good,No,1699259,14,55,,Finance Ledgers,Fresh,Unsecured,Society,^,Kansas,Lake Sarabury,Managing Director,Others,866,862,SEMIU,8,9100379
sdv-id-HqPyzV,Bad,Yes,6684346,14,111,,Cashflows,Fresh,Others,Society,U,South Carolina,New James,Correspondent,President,866,862,SEMIU,6,19826452
sdv-id-LurcEQ,Bad,Yes,5818863,14,45,23109392.16,Cashflows,Fresh,Others,Society,X,New Jersey,South Amy,Secretary,Managing Trustee,866,862,RURAL,4,43868535
sdv-id-qAtqrS,Bad,No,4657535,14,125,9879114.762,Cashflows,Top Up,Others,Trust,^,Georgia,Collierberg,Member,Member,866,654,URBAN,23,39711690
sdv-id-MnjjWw,Good,No,2673565,14,81,7338595.314,Finance Ledgers,Fresh,Others,Society,H,Tennessee,South Calebborough,Vice President,Member,207,862,SEMIU,30,14380919
sdv-id-qlhhTK,Good,No,8496520,14,83,,Cashflows,Fresh,Unsecured,Trust,_,Virginia,Lake Rachelville,Secretary,Secretary,70,-1,URBAN,16,12954802
sdv-id-qhpCPU,Good,No,166383,14,36,,Cashflows,Fresh,Unsecured,Society,\,Iowa,Francesburgh,Others,Trustee,653,862,SEMIU,3,10964648
sdv-id-UYSwqr,Good,Yes,8272867,14,107,,Finance Ledgers,Fresh,Unsecured,Society,P,North Dakota,Mistyhaven,Managing Trustee,Managing Director,866,862,SEMIU,10,20388941
sdv-id-afeDKS,Good,Yes,140444,14,33,,Finance Ledgers,Fresh,Secured,Trust,I,Wyoming,North Stefanie,Secretary,Chairman,866,17,SEMIU,17,551008
sdv-id-qZnyOM,Bad,No,2134981,14,31,,Cashflows,Fresh,Secured,Trust,C,Texas,Laurenhaven,Director,President,866,0,RURAL,23,9993907
sdv-id-jHcYEb,Good,No,787425,14,32,,Finance Ledgers,Fresh,Others,Trust,Y,Pennsylvania,South Ronald,Correspondent,Treasurer,866,10,URBAN,3,2961417
sdv-id-ZiMKUp,Bad,No,1919788,14,57,20044544.86,Cashflows,Fresh,Others,Trust,F,Ohio,Port Christopher,Treasurer,Others,866,862,RURAL,16,5255415
sdv-id-AiznTS,Good,Yes,1096284,14,52,35316068.22,Finance Ledgers,Fresh,Others,Society,C,Wyoming,Isaacton,Secretary,Managing Trustee,866,862,SEMIU,8,27283277
sdv-id-xiKonX,Bad,Yes,759433,14,50,9936112.066,Cashflows,Fresh,Others,Society,E,Montana,West Megan,Others,President,707,56,SEMIU,9,9987980
sdv-id-WumlCc,Good,No,3408018,14,78,,Cashflows,Fresh,Others,Trust,F,Kentucky,Port Theresa,Secretary,Member,866,4,SEMIU,4,62174451
sdv-id-aGwdxJ,Bad,No,5097766,14,91,9612334.988,Finance Ledgers,Fresh,Others,Society,C,Arkansas,South Justinmouth,Secretary,Trustee,866,862,RURAL,20,24054761
sdv-id-QxkPsB,Good,No,1198219,14,41,,Cashflows,Fresh,Others,Society,U,Rhode Island,Jaredhaven,Secretary,Treasurer,291,199,SEMIU,24,130606
sdv-id-WCzfNB,Bad,Yes,157423,14,57,,Cashflows,Fresh,Secured,Society,R,Hawaii,North Timothyside,President,Secretary,866,862,URBAN,7,3658578
sdv-id-xwoOAj,Good,Yes,4675051,14,54,,Cashflows,Fresh,Others,Society,S,California,Jamesville,Secretary,Secretary,866,821,SEMIU,19,9969156
sdv-id-itcVNx,Bad,No,2701943,14,44,,Finance Ledgers,Fresh,Unsecured,Society,E,South Carolina,Samanthahaven,Secretary,Treasurer,866,516,RURAL,18,920582
sdv-id-zLAJao,Good,Yes,1969489,14,73,,Finance Ledgers,Fresh,Secured,Trust,K,Louisiana,Ericatown,Correspondent,Others,866,862,SEMIU,14,6213676
sdv-id-dfLhdh,Bad,Yes,1191504,14,46,,Cashflows,Fresh,Others,Trust,F,Arkansas,East Victor,Secretary,Member,848,-1,SEMIU,15,6490756
sdv-id-eXAslm,Good,No,13962773,14,54,,Finance Ledgers,Fresh,Secured,Trust,J,Nevada,Port Brittany,Secretary,Secretary,663,-1,RURAL,51,62588708
sdv-id-zinnRM,Good,No,6395084,14,72,21155499.51,Cashflows,Top Up,Unsecured,Society,W,West Virginia,East Kevinberg,President,Trustee,866,6,RURAL,2,6752552
sdv-id-MQwZIh,Bad,Yes,886882,14,35,,Finance Ledgers,Fresh,Others,Trust,X,Missouri,Frenchberg,President,Vice President,866,829,SEMIU,5,11271558
sdv-id-dMlbZj,Bad,No,1229458,14,72,24696596.3,Finance Ledgers,Fresh,Others,Trust,d,Montana,South Alyssamouth,Others,Managing Director,866,862,URBAN,6,27705958
sdv-id-CBHWlx,Good,No,8354,14,16,13535225.35,Finance Ledgers,Fresh,Secured,Trust,[,Utah,Sullivanfurt,Chairman,Trustee,20,862,RURAL,2,801525
sdv-id-ARVhAu,Good,Yes,4757138,14,63,21140479.94,Cashflows,Fresh,Others,Society,K,South Dakota,West Christopher,President,Treasurer,370,16,URBAN,13,11075676
sdv-id-LiGZKg,Bad,No,19262,14,19,26215313.15,Finance Ledgers,Fresh,Secured,Society,^,Oregon,Loganfurt,President,Secretary,866,0,URBAN,6,14567795
sdv-id-Hpjzkh,Good,No,316542,14,49,,Cashflows,Fresh,Secured,Society,K,Florida,Kevinhaven,President,Secretary,849,228,SEMIU,8,2325435
sdv-id-rLlLLx,Bad,No,377290,14,54,7564155.529,Cashflows,Fresh,Others,Society,Q,Mississippi,Sheltonton,President,Treasurer,-1,-1,SEMIU,5,6184362
sdv-id-mrOtMY,Bad,Yes,2518317,14,81,,Cashflows,Fresh,Others,Society,E,New York,East Jasonside,Others,Secretary,866,570,RURAL,2,11157911
sdv-id-tlVqjE,Good,No,375170,14,34,,Finance Ledgers,Fresh,Unsecured,Society,D,Maryland,Jenniferton,President,Vice President,866,862,URBAN,26,7444349
sdv-id-QCppmf,Good,No,9408628,14,81,,Finance Ledgers,Fresh,Others,Society,E,Wyoming,West Davidbury,Secretary,Member,866,862,URBAN,14,31044256
sdv-id-vrpBUM,Bad,Yes,2441260,14,81,20250990.03,Cashflows,Fresh,Others,Society,V,Iowa,Turnershire,President,Trustee,16,-1,SEMIU,14,8082994
sdv-id-acvYND,Good,No,2910273,14,33,,Cashflows,Top Up,Unsecured,Trust,E,New Hampshire,South Jasonborough,Secretary,Others,0,445,URBAN,19,4337102
sdv-id-mgAmbu,Bad,No,1536077,14,66,15095696.95,Finance Ledgers,Fresh,Others,Trust,[,Pennsylvania,Lake Danielmouth,Secretary,Managing Trustee,866,862,SEMIU,12,13395945
sdv-id-xaDUqj,Bad,No,1394204,14,54,10525043.06,Cashflows,Fresh,Others,Society,h,New York,Amandamouth,President,President,847,-1,URBAN,6,2384818
sdv-id-lkgYMk,Bad,Yes,60970,14,50,6222816.16,Finance Ledgers,Fresh,Secured,Society,G,Wyoming,Port Gilbertton,President,Others,866,389,SEMIU,14,515901
sdv-id-gQWUyE,Good,No,2423562,14,51,,Finance Ledgers,Fresh,Others,Society,O,Vermont,East Ashleyshire,Managing Director,Secretary,866,862,RURAL,9,17367767
sdv-id-OGwQTS,Bad,Yes,7145337,14,97,8317598.884,Cashflows,Fresh,Others,Trust,A,Wisconsin,Wallacefort,President,Member,866,862,URBAN,2,33202964
sdv-id-auBDJA,Good,No,1388617,14,57,,Cashflows,Fresh,Unsecured,Society,O,West Virginia,New Jonathanburgh,Secretary,Secretary,866,55,SEMIU,22,9080139
sdv-id-vGAsbM,Bad,Yes,171968,14,29,,Cashflows,Top Up,Unsecured,Society,C,Idaho,South Susan,Managing Director,Secretary,-1,862,RURAL,8,3072843
sdv-id-NGKdPp,Good,No,32093,14,19,28442030.39,Cashflows,Fresh,Unsecured,Trust,^,Louisiana,Harrisonbury,Others,Secretary,866,-1,SEMIU,16,4451885
sdv-id-yzvsYF,Good,No,1310760,14,87,,Cashflows,Fresh,Unsecured,Society,R,Kentucky,Johnsontown,Secretary,Secretary,866,862,SEMIU,10,7874882
sdv-id-gtLcFP,Good,No,5389066,14,38,,Finance Ledgers,Top Up,Others,Society,C,Washington,Davismouth,Managing Director,Managing Director,866,862,RURAL,8,20567759
sdv-id-mxCeqR,Bad,No,1294996,14,78,,Finance Audits,Fresh,Unsecured,Trust,_,New Hampshire,North Michael,Others,President,514,0,RURAL,11,5741773
sdv-id-KjfmXj,Bad,No,1002057,14,38,20240692.51,Cashflows,Fresh,Others,Trust,X,Georgia,Markshire,Secretary,Member,-1,706,SEMIU,6,5892795
sdv-id-lVMsfq,Bad,Yes,49039,14,19,,Cashflows,Fresh,Secured,Trust,K,Mississippi,Nancychester,Secretary,Managing Director,-1,130,RURAL,6,6632540
sdv-id-HmTJAp,Good,No,3845390,14,52,,Cashflows,Fresh,Unsecured,Society,C,Utah,Jenniferstad,Others,Secretary,866,9,SEMIU,33,5927011
sdv-id-SdMrNv,Good,No,11229723,14,105,,Cashflows,Fresh,Others,Trust,V,Vermont,Port Julieshire,Vice President,Treasurer,866,859,SEMIU,17,12963500
sdv-id-vqJXVs,Bad,Yes,23637,14,36,,Cashflows,Fresh,Secured,Trust,g,Maine,East Douglasburgh,Managing Trustee,President,-1,792,URBAN,5,13892707
sdv-id-aTwwih,Bad,No,94218,14,42,,Cashflows,Fresh,Secured,Society,I,Connecticut,Lake Danielleside,President,Managing Director,866,862,SEMIU,3,42020
sdv-id-yEIFek,Good,No,498835,14,40,,Cashflows,Fresh,Others,Society,P,Florida,North Ryanborough,Treasurer,Secretary,866,862,RURAL,19,9567077
sdv-id-qzlWsS,Bad,No,935728,14,90,,Cashflows,Fresh,Unsecured,Society,T,Michigan,Aprilville,Secretary,Vice President,866,689,URBAN,23,20718393
sdv-id-YGDWHE,Bad,No,3212600,14,64,,Finance Audits,Fresh,Unsecured,Trust,_,South Dakota,Hillport,Others,President,866,862,RURAL,7,5677541
sdv-id-rGaKRh,Bad,Yes,7232,14,31,18126932.58,Cashflows,Fresh,Secured,Society,Z,Nevada,Port Anthony,Treasurer,President,786,-1,URBAN,3,384309
sdv-id-yRFFBQ,Good,No,3436474,14,95,13014955.72,Cashflows,Fresh,Others,Society,V,Rhode Island,Port Jesse,Chairman,Secretary,786,862,SEMIU,9,17591812
sdv-id-dzPvcY,Bad,Yes,10656390,14,118,,Finance Ledgers,Top Up,Others,Society,K,Arkansas,Mathewfurt,Managing Trustee,Trustee,866,862,SEMIU,21,54677940
sdv-id-eqrkmV,Bad,No,249652,14,60,22837789.76,Cashflows,Fresh,Secured,Society,[,West Virginia,Brandonburgh,Secretary,Treasurer,866,862,RURAL,3,4858322
sdv-id-VepuRD,Bad,Yes,11914,14,40,,Finance Audits,Fresh,Unsecured,Trust,G,South Dakota,Kingberg,Secretary,Treasurer,866,357,SEMIU,3,304839
sdv-id-aKLdrS,Bad,Yes,1135508,14,58,,Finance Ledgers,Fresh,Unsecured,Society,G,Wisconsin,Meganhaven,Chairman,Member,866,459,RURAL,6,11483045
sdv-id-vIezxe,Bad,No,128506,14,23,,Cashflows,Fresh,Secured,Society,A,Florida,Sonyaberg,Secretary,Secretary,866,-1,RURAL,5,4728603
sdv-id-ZfTbmd,Bad,Yes,4852611,14,92,9197007.604,Finance Ledgers,Fresh,Others,Trust,R,Nevada,Port Terri,President,Others,866,-1,RURAL,7,6968949
sdv-id-cMtvFD,Bad,Yes,283591,14,30,,Finance Ledgers,Fresh,Others,Society,H,Arkansas,Grahamside,Managing Trustee,Treasurer,866,862,SEMIU,16,5241133
sdv-id-dremqU,Bad,No,710197,14,50,23922884.05,Cashflows,Fresh,Unsecured,Society,E,Oklahoma,North Charlesbury,Others,Trustee,866,862,RURAL,12,15162387
sdv-id-LrClLe,Good,No,37744,14,24,,Cashflows,Fresh,Secured,Society,g,Hawaii,Natalieview,Managing Director,Managing Director,866,743,URBAN,8,2599789
sdv-id-URGREE,Good,No,16665,14,39,,Cashflows,Fresh,Secured,Trust,J,Vermont,East Cole,President,President,-1,102,SEMIU,14,1040608
sdv-id-VOIoYl,Good,No,2986775,14,49,,Finance Ledgers,Fresh,Unsecured,Trust,I,South Dakota,Byrdport,Managing Director,Secretary,866,842,SEMIU,18,15526361
sdv-id-ytjegV,Good,No,1748232,14,31,,Cashflows,Top Up,Secured,Society,O,Illinois,Michellemouth,Secretary,Secretary,866,195,RURAL,5,3887390
sdv-id-CRFrKm,Bad,No,9499126,14,108,,Cashflows,Fresh,Others,Trust,L,Alaska,Brownview,Chairman,President,866,862,SEMIU,11,62748243
sdv-id-AoPaoc,Good,Yes,2582669,14,82,,Cashflows,Fresh,Unsecured,Society,L,Oklahoma,Blackburnbury,Managing Trustee,Secretary,866,862,SEMIU,5,21469045
sdv-id-jGDBqL,Bad,Yes,722422,14,61,,Finance Audits,Fresh,Others,Trust,V,Maryland,Harrisberg,President,Secretary,866,651,RURAL,4,21989199
sdv-id-GNwoua,Bad,No,3650366,14,44,,Finance Ledgers,Top Up,Others,Society,I,New Jersey,Johnsonfurt,Member,Treasurer,74,862,URBAN,34,7578792
sdv-id-HNdkRk,Bad,No,666928,14,59,16530705.34,Finance Ledgers,Fresh,Unsecured,Trust,K,Delaware,Port Anthony,Managing Trustee,Secretary,866,862,RURAL,7,12818595
sdv-id-gzNhCK,Good,No,479536,14,30,,Cashflows,Top Up,Secured,Trust,K,Alabama,Cindyview,President,Trustee,130,3,URBAN,4,3861789
sdv-id-crBMFw,Bad,No,3164324,14,72,,Average Bank Balance,Fresh,Others,Society,P,Montana,Maryborough,Managing Trustee,Treasurer,866,862,URBAN,22,27879279
sdv-id-ryxFYu,Bad,No,87724,14,31,21454933.76,Cashflows,Fresh,Unsecured,Society,[,New Hampshire,Johnsonton,Secretary,Managing Director,13,36,URBAN,3,1386824
sdv-id-ApBQDB,Good,No,886068,14,54,,Cashflows,Fresh,Others,Society,K,Mississippi,Baxterfort,President,Managing Director,866,1,URBAN,6,5196432
sdv-id-qtHVwa,Bad,Yes,29254,14,11,,Finance Ledgers,Fresh,Others,Trust,K,Vermont,West Frederick,Managing Director,Trustee,106,862,RURAL,5,6581670
sdv-id-MgFMcO,Bad,No,1911933,14,67,,Finance Ledgers,Top Up,Others,Society,g,Nevada,Lake Troy,Secretary,Trustee,249,29,URBAN,10,570583
sdv-id-ddAKgC,Bad,No,1342646,14,29,,Cashflows,Fresh,Unsecured,Trust,C,Maine,Heathermouth,President,Trustee,866,-1,RURAL,1,14062107
sdv-id-UDkXiR,Bad,Yes,4702341,14,63,,Cashflows,Fresh,Others,Society,C,Washington,Russellmouth,Correspondent,Treasurer,866,862,RURAL,17,29344965
sdv-id-KUkQNs,Good,Yes,6558070,14,66,41224660.37,Cashflows,Fresh,Others,Society,E,Alabama,Yodermouth,Secretary,President,866,798,SEMIU,2,8021255
sdv-id-gbhAdi,Bad,No,3889431,14,37,,Cashflows,Top Up,Others,Trust,E,Ohio,New Danielle,President,Others,866,862,RURAL,21,34273354
sdv-id-GTGGaQ,Bad,Yes,82488,14,63,12192138.71,Cashflows,Fresh,Unsecured,Trust,E,Maine,Jamiechester,Trustee,Vice President,866,862,RURAL,4,3154655
sdv-id-AlwHzu,Bad,No,1884357,14,44,17170892.65,Cashflows,Top Up,Others,Society,K,Massachusetts,Jordanmouth,President,Others,866,862,SEMIU,16,19748022
sdv-id-jVSpOg,Good,No,2965517,14,46,,Cashflows,Fresh,Others,Society,C,Maine,Wendyburgh,President,Vice President,866,862,SEMIU,3,19662522
sdv-id-XPtXSs,Bad,No,173070,14,53,,Finance Ledgers,Fresh,Unsecured,Society,H,Oklahoma,Kennethshire,Managing Director,Treasurer,866,854,SEMIU,31,3418879
sdv-id-VoALOJ,Good,No,398916,14,27,,Finance Ledgers,Fresh,Unsecured,Trust,Y,Ohio,Port Edwardside,Chairman,Managing Trustee,171,-1,URBAN,4,4072040
sdv-id-QVoMFJ,Bad,No,2024227,14,63,33948352.12,Average Bank Balance,Top Up,Unsecured,Society,O,Washington,Farrellville,Secretary,Managing Director,866,862,RURAL,7,4760201
sdv-id-VYVVCr,Good,No,2702069,14,110,,Cashflows,Top Up,Unsecured,Trust,O,Colorado,Sellersburgh,Managing Director,Treasurer,866,-1,RURAL,4,49706
sdv-id-RYCPrz,Good,Yes,459002,14,63,,Cashflows,Fresh,Unsecured,Society,Y,Vermont,East Victoriahaven,President,Secretary,866,-1,SEMIU,8,2459501
sdv-id-wpoeeG,Good,No,1288530,14,46,,Finance Ledgers,Fresh,Unsecured,Society,G,Oregon,South Ryanborough,Trustee,Secretary,638,862,URBAN,13,15887735
sdv-id-wsFRcd,Bad,No,4359993,14,68,,Average Bank Balance,Top Up,Others,Trust,e,New Hampshire,Zunigabury,President,Director,288,724,RURAL,14,10793457
sdv-id-IFLiKs,Bad,No,13068755,14,130,10001903.8,Cashflows,Fresh,Others,Society,[,Indiana,South Cindy,Others,Secretary,866,862,SEMIU,15,22672245
sdv-id-UzvdrB,Good,No,8648948,14,72,,Finance Ledgers,Fresh,Others,Trust,A,Nevada,Sherryberg,Secretary,Member,866,862,RURAL,15,10325063
sdv-id-FZPzRB,Good,No,10928389,14,76,10980553.82,Cashflows,Top Up,Others,Society,V,Florida,Port Meganton,Secretary,President,866,862,SEMIU,28,20092971
sdv-id-CgtalL,Good,Yes,8338387,14,65,,Cashflows,Top Up,Others,Society,A,Wisconsin,Russellmouth,President,Treasurer,-1,862,SEMIU,23,13107747
sdv-id-fxuMiN,Bad,No,13926965,14,87,12162145.76,Cashflows,Fresh,Unsecured,Society,[,New Mexico,West Brian,Correspondent,President,18,862,RURAL,6,40496142
sdv-id-FCTrrt,Bad,Yes,168388,14,44,,Finance Ledgers,Fresh,Others,Society,E,Florida,East Elizabeth,Vice President,Others,866,862,URBAN,7,4071775
sdv-id-sTrnUx,Bad,No,356968,14,62,9476798.476,Finance Ledgers,Fresh,Others,Trust,V,North Dakota,South Joe,President,Managing Director,866,862,RURAL,10,9645062
sdv-id-pVypDF,Bad,No,801578,14,23,,Cashflows,Fresh,Unsecured,Trust,C,Texas,Millermouth,Treasurer,Treasurer,866,862,URBAN,4,5810517
sdv-id-pftuRa,Bad,No,686254,14,39,24580529.39,Finance Ledgers,Fresh,Secured,Society,E,Massachusetts,Port Mackenzieborough,Secretary,Chairman,866,-1,SEMIU,16,697104
sdv-id-niQHdN,Bad,No,2084063,14,65,,Cashflows,Fresh,Others,Society,A,Arkansas,Jeremiahport,Secretary,President,866,862,SEMIU,4,1271806
sdv-id-PeEoTC,Good,No,27731749,14,119,,Cashflows,Top Up,Others,Society,_,New Mexico,South Joshua,Vice President,President,854,245,URBAN,23,88002349
sdv-id-juhtKj,Good,No,7851,14,34,13482138.14,Finance Audits,Fresh,Unsecured,Society,V,Kansas,North Matthewtown,Secretary,President,866,862,RURAL,12,2203219
sdv-id-qGgtJx,Good,No,1761009,14,50,27544336.99,Finance Ledgers,Top Up,Others,Society,L,North Carolina,New Kellychester,President,President,866,862,SEMIU,9,33789880
sdv-id-zNQJNd,Good,No,8579,14,22,,Finance Ledgers,Fresh,Unsecured,Trust,^,Arizona,Galvanburgh,Correspondent,Trustee,866,49,RURAL,9,228094
sdv-id-osCdXP,Good,No,24403,14,41,,Cashflows,Fresh,Secured,Trust,H,New Jersey,North Shelby,Secretary,Trustee,866,528,SEMIU,3,3009363
sdv-id-jxkDZI,Good,No,8136451,14,60,46192477.85,Cashflows,Fresh,Unsecured,Trust,R,New Hampshire,Amandaborough,Secretary,Managing Director,866,862,RURAL,13,38003507
sdv-id-aANtaq,Bad,No,5721854,14,69,15318955.07,Cashflows,Fresh,Others,Society,M,Pennsylvania,Medinastad,President,Treasurer,866,862,SEMIU,34,42933458
sdv-id-qAfMbR,Bad,No,224539,14,41,25241330.58,Finance Ledgers,Fresh,Secured,Society,B,West Virginia,Robertport,President,Secretary,866,-1,RURAL,13,5450936
sdv-id-mRIgVD,Good,No,525618,14,67,,Finance Audits,Fresh,Unsecured,Society,O,Mississippi,Rayport,Secretary,Vice President,-1,862,SEMIU,8,3169834
sdv-id-RQzWEL,Good,No,1555616,14,88,,Finance Ledgers,Fresh,Others,Society,P,Utah,Charlestown,Secretary,Member,866,862,URBAN,5,6872993
sdv-id-ULUfBm,Good,No,1696060,14,91,,Finance Ledgers,Fresh,Others,Trust,F,Pennsylvania,Davidside,Correspondent,Managing Director,866,854,SEMIU,2,7078103
sdv-id-mzTFKx,Bad,Yes,43578,14,20,5595077.379,Cashflows,Fresh,Secured,Society,K,Vermont,Boydmouth,Secretary,Treasurer,866,-1,SEMIU,8,1264718
sdv-id-kNZHqx,Bad,Yes,164911,14,43,,Cashflows,Fresh,Secured,Trust,V,Nebraska,Michaelville,Secretary,President,866,862,RURAL,2,4711953
sdv-id-ITLMAO,Bad,Yes,562318,14,39,9701487.113,Cashflows,Fresh,Unsecured,Society,E,South Dakota,South Valerieborough,President,Others,866,145,SEMIU,13,12300619
sdv-id-sUSWNN,Good,No,1016596,14,47,6943807.328,Finance Ledgers,Fresh,Others,Society,[,New Jersey,Andersonport,President,Vice President,861,851,RURAL,11,14642934
sdv-id-LHdKKn,Good,No,242388,14,50,,Cashflows,Fresh,Others,Trust,`,New Hampshire,Oconnormouth,Secretary,Managing Director,555,862,URBAN,10,8913181
